Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CUBI^E,"Customers Bancorp, Inc",26.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CUBS,"Customers Bancorp, Inc",25.3992,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubs
CVI,CVR Energy Inc.,30.22,$2.62B,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.25,$368.17M,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",13.05,$1.93B,2013,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,62.21,$63.11B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",5.59,$66.56M,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
CYS,"CYS Investments, Inc.",6.72,$1.04B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",24.409,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",23.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cys^b
DHI,"D.R. Horton, Inc.",43.84,$16.48B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,25.76,$3.75B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,97.91,$68.3B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,1.25,$137.25M,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,48.95,$530.46M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",85.25,$10.53B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,17.3,$2.85B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,65.94,$12B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,35.12,$5.03B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCT,DCT Industrial Trust Inc,56.34,$5.29B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,7.33,$2.71B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ddr
DDR^A,DDR Corp.,23.8094,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^a
DDR^J,DDR Corp.,23.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,22.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,8.62,$787.1M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,90.03,$2.86B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DEX,Delaware Enhanced Global Dividend,11.56,$183.12M,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.55,$81.11M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",28.35,$691.25M,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",40.7,$3.42B,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,73.21,$14.59B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dvmt
DLPH,Delphi Technologies PLC,47.65,$4.23B,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",54.81,$38.75B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,74.01,$3.54B,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,2.74,$1.1B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DESP,"Despegar.com, Corp.",31.25,$2.16B,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,25.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,13.98,$28.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,25.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,31.79,$16.72B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",1.6,$80.65M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",3.4,$483.98M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dht
DEO,Diageo plc,135.42,$83.29B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",14.66,$2.01B,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do
DRH,Diamondrock Hospitality Company,10.44,$2.1B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.66,$395.03M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,24.5098,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,25.345,n/a,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsxn
DKS,Dick&#39;s Sporting Goods Inc,35.05,$3.76B,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,15.4,$1.17B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",105.38,$21.68B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",26.9993,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",26.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",26.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",23.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j
DDS,"Dillard&#39;s, Inc.",80.34,$2.26B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.69,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",65.58,$1.18B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",20.15,$1.49B,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,71.93,$25.43B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DHCP,Ditech Holding Corporation,8.99,$335.99M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dhcp
DNI,Dividend and Income Fund,12.56,$154.93M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,63.56,$6.58B,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,93.55,$25.14B,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
DM,"Dominion Energy Midstream Partners, LP",15.35,$1.53B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dm
D,"Dominion Energy, Inc.",67.43,$43.94B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",46.41,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Energy, Inc.",24.24,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,233.56,$10.06B,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,42.54,$2.77B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",45.05,$5.85B,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",17.17,$581.12M,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,7.49,$412.75M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,20.08,$2.04B,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,21.59,$320.84M,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",43.35,$979.32M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",36.76,$6.23B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,98.22,$15.18B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.33,$44.27M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.1,$77.33M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DWDP,DowDuPont Inc.,63.71,$148.19B,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dwdp
DPS,"Dr Pepper Snapple Group, Inc",118.38,$21.28B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,32.69,$5.42B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,2.73,$1.18B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DCF,Dreyfus Alcentra,9.33,$139.49M,2017,n/a,n/a,https://www.nasdaq.com/symbol/dcf
DHF,Dreyfus High Yield Strategies Fund,3.19,$231.94M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.29,$225.91M,2013,n/a,n/a,https://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",7.61,$374.74M,1989,n/a,n/a,https://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",7.71,$477.94M,1987,n/a,n/a,https://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",44.8,$1.71B,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,4.78,$320.15M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,25.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,24.8557,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DST,"DST Systems, Inc.",83.65,$4.96B,1995,Technology,EDP Services,https://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,22.46,$1.8B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,104.4,$18.76B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,24.67,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,24.43,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,52.09,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,24.14,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.15,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,30.38,$344.53M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,13.97,$529.88M,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,5.14,$134.2M,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.28,$2.94B,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",13.3101,$113.41M,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.58,$235.9M,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,77.47,$54.28B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,25.44,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,26.48,$9.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),117,$4.33B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb
DXC,DXC Technology Company,100.53,$28.72B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",107.63,$3.36B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,10,$354.9M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,26.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,13.52,$1.95B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dyn
DYN.WS.A,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dyn.ws.a
DYNC,Dynegy Inc.,87.87,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dync
DX,"Dynex Capital, Inc.",6.63,$369.88M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.3198,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.0499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
DD^A,E.I. du Pont de Nemours and Company,86.045,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,102.6,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^b
ELF,"e.l.f. Beauty, Inc.",19.37,$905.69M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
SSP,E.W. Scripps Company (The),11.99,$977.37M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,15.0299,$107.93M,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,103.05,$5.02B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,18.14,$381.69M,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.69,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,25.99,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCY,Eagle Point Credit Company Inc.,25.15,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
ECCZ,Eagle Point Credit Company Inc.,25.2556,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/eccz
ESTE,"Earthstone Energy, Inc.",10.12,$644.51M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",20.4,$920.26M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",82.66,$2.87B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,105.58,$15.07B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,5.35,$228.12M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",79.91,$35.01B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.89,$969.1M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,11.55,$1.23B,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,55.67,$6.71B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,13.96,$546.86M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,15.76,$751.04M,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,14.95,$595.96M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.32,$195.72M,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,16.7,$127.03M,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.88,$212.03M,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,18.95,$205.3M,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,20.67,$314.49M,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,11.71,$278.49M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,8.99,$572.37M,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,14.78,$544.62M,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.81,$257.87M,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.64,$243.89M,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,21.9,$1.6B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,25.01,$363.4M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,9.6,$93.42M,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,16.71,$1.27B,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.59,$388.58M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.57,$1.73B,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.12,$2.75B,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.7345,$30.54M,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,1.44,$434.55M,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,137.07,$39.52B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,19.33,$39.74B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
EIX,Edison International,63.66,$20.74B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,32.75,$2.48B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,139.52,$29.3B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,12.45,$864.42M,2014,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,47.25,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,51,$2.07B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,0.84,$666.97M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ego
ELVT,"Elevate Credit, Inc.",7.08,$298.99M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,77.37,$84.54B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",91.94,$3.15B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,14.81,$452.38M,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,10.96,$143.83M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,26,$4.77B,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",77.93,$4.55B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme
EEX,"Emerald Expositions Events, Inc.",19.48,$1.42B,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/eex
EMES,Emerge Energy Services LP,6.15,$190.69M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/emes
